sep=;
gen;evals;Obj1_Min;Obj1_Max;Obj1_Avg;Obj1_Std;Obj2_Min;Obj2_Max;Obj2_Avg;Obj2_Std
0;100;625.0;1322.0;703.48;148.174254174;1.0;46.0;22.35;14.223484102
10;100;615.0;620.0;618.61;0.786066154977;15.0;17.0;15.88;0.552810998443
20;100;610.0;613.0;611.99;0.670745853509;15.0;17.0;15.73;0.545068802996
30;100;601.0;607.0;605.63;1.03590540109;15.0;17.0;15.59;0.530942558098
40;100;594.0;599.0;597.45;1.35922772191;15.0;17.0;16.3;0.5
50;100;588.0;590.0;588.84;0.868562030024;16.0;17.0;16.72;0.448998886413
60;100;582.0;585.0;584.12;0.652380257212;16.0;17.0;16.61;0.48774993593
70;100;575.0;578.0;577.27;0.597578446733;16.0;18.0;16.84;0.392937654088
80;100;570.0;572.0;571.34;0.710211236183;17.0;17.0;17.0;0.0
90;100;560.0;567.0;565.37;1.54696477012;17.0;18.0;17.05;0.217944947177
100;100;553.0;557.0;556.25;1.20312094155;17.0;17.0;17.0;0.0
