sep=;
gen;evals;Obj1_Min;Obj1_Max;Obj1_Avg;Obj1_Std
0;100;0.00276159634434;0.00378833077615;0.00355220850505;0.000171568034895
10;47;0.00385213861919;0.003870046217;0.00386131309184;3.01983279621e-06
20;42;0.00386112408727;0.00390055610388;0.0038905676646;3.43504196742e-06
30;37;0.00386112408727;0.00392235349379;0.0039122004362;9.6313615244e-06
40;50;0.00388846827001;0.00395414526366;0.00394580723219;1.12248094534e-05
50;40;0.00388540087976;0.00400668361281;0.00396728393789;1.46614561987e-05
60;46;0.00395463664073;0.0040303466077;0.0040162000838;1.47024572632e-05
70;49;0.00394818670158;0.00405443991635;0.00404031607104;1.87425756309e-05
80;41;0.00395140766323;0.00407192021278;0.0040622488171;2.30612411231e-05
90;42;0.00397746676613;0.00409320237732;0.00408452309266;1.62148229591e-05
100;40;0.00400741839126;0.00413680232323;0.00411905058269;2.08544797025e-05
110;49;0.00402095259725;0.00417423584914;0.00415773192706;2.31156131091e-05
120;33;0.00398737475672;0.00420493658297;0.00419314170103;2.88263485491e-05
130;43;0.00406240635615;0.00425632549671;0.00422742000058;3.18785851973e-05
140;50;0.00403462701453;0.00428480078387;0.00426588085708;4.52142271463e-05
150;39;0.00408006726923;0.00430549914217;0.00428577729491;4.78387750887e-05
160;39;0.00410519029608;0.00435212883316;0.004316649534;4.65523364191e-05
170;55;0.00406240635615;0.00442278600536;0.00436607926529;7.0780789655e-05
180;43;0.00412342672929;0.00445019794643;0.00441935146955;6.32280982866e-05
190;39;0.00421061437422;0.00450182704579;0.00447170834532;4.00494412385e-05
200;54;0.00417583273826;0.00453564823074;0.00449410126844;6.68699136083e-05
