sep=;
Experiment;userCount;permissionCount;evalFunc;population;generation;CXPB;MUTPB_All;Frequency;time;timeSum;Continued;prevFile;Result_files
20150909-185016_Default_Experiment;46;46;;100;100;0.25;0.25;10;21.689528;21.689528;False;;20150909-185016_Default_Experiment\healthcare_Multi_100_100_0.25_0.25
