sep=;
gen;evals;Obj1_Min;Obj1_Max;Obj1_Avg;Obj1_Std;Obj2_Min;Obj2_Max;Obj2_Avg;Obj2_Std
0;100;618.0;1336.0;697.15;150.39078263;1.0;46.0;23.94;14.7687643356
10;100;603.0;609.0;607.01;1.45254948281;14.0;17.0;14.64;0.830903123114
20;100;581.0;591.0;587.75;1.47901994577;14.0;16.0;15.0;0.2
30;100;547.0;550.0;549.02;0.692531587727;15.0;16.0;15.2;0.4
40;100;530.0;534.0;532.71;1.09813478226;15.0;16.0;15.12;0.324961536185
50;100;516.0;519.0;518.01;0.818474190186;15.0;16.0;15.01;0.0994987437107
60;100;502.0;507.0;505.28;1.28124939024;15.0;16.0;15.01;0.0994987437107
70;100;491.0;495.0;493.28;0.938935567544;15.0;16.0;15.45;0.497493718553
80;100;478.0;480.0;478.71;0.553082272361;15.0;15.0;15.0;0.0
90;100;461.0;465.0;463.39;1.18232821162;15.0;15.0;15.0;0.0
100;100;447.0;450.0;448.55;1.07121426428;15.0;15.0;15.0;0.0
