sep=;
gen;evals;Obj1_Min;Obj1_Max;Obj1_Avg;Obj1_Std;Obj2_Min;Obj2_Max;Obj2_Avg;Obj2_Std
0;100;24.9799919936;36.3318042492;26.1506792052;2.44989328423;1.0;46.0;22.89;13.384240733
10;100;24.5153013443;33.3016516107;26.4211248752;2.61039466896;1.0;15.0;8.08;4.53801718816
20;100;23.8117617996;31.224989992;25.1668210695;2.01770098243;1.0;10.0;5.71;2.46696169407
30;100;23.6008474424;28.9827534924;24.6930992198;1.60338732738;1.0;10.0;6.25;3.15079355084
40;100;23.4307490277;26.6082693913;24.3689741686;1.12831643256;1.0;10.0;5.21;2.88546356761
50;100;23.1300670124;24.819347292;23.6557895483;0.551018008762;1.0;8.0;4.52;2.41445646057
60;100;22.7376340018;24.2280828792;23.282509802;0.429810792754;1.0;5.0;3.3;1.45258390463
70;100;22.427661492;24.0416305603;23.1476141608;0.563878233318;1.0;5.0;2.62;1.43373637744
80;100;22.0680764907;23.4946802489;22.5988408578;0.319987320121;1.0;5.0;3.04;1.37054733592
90;100;21.7715410571;22.9346898824;22.5069472616;0.327604890431;1.0;5.0;2.11;1.04780723418
100;100;21.1423745119;22.7596133535;22.3371584073;0.480993023759;1.0;4.0;1.94;1.0660206377
110;100;20.6881608656;22.627416998;22.1176245061;0.625048964572;1.0;4.0;1.92;1.15481600266
120;100;20.3469899494;22.4944437584;21.7535696163;0.715687745604;1.0;4.0;2.22;1.16258333035
130;100;19.9749843554;22.4053565024;21.7577690781;0.830352182022;1.0;4.0;1.71;1.10720368496
140;100;19.5703857908;22.2485954613;21.458449084;1.0024783827;1.0;4.0;1.87;1.22192471126
150;100;19.0787840283;22.1585198062;20.8148750014;1.0251725104;1.0;4.0;2.29;1.16871724553
160;100;18.6815416923;22.0227155455;21.4703445762;0.945676360824;1.0;4.0;1.43;0.815536633144
170;100;18.3303027798;21.9544984001;21.5502240118;0.952809026689;1.0;4.0;1.3;0.754983443527
180;100;18.0277563773;21.9317121995;21.4843928155;1.18779852985;1.0;4.0;1.33;0.906145683651
190;100;17.88854382;21.9089023002;21.7659256785;0.717272163702;1.0;4.0;1.1;0.519615242271
200;100;17.1172427686;21.9089023002;21.7892952748;0.62178085303;1.0;4.0;1.06;0.341174442185
210;100;16.7630546142;21.9089023002;21.7106820064;0.810115311259;1.0;4.0;1.08;0.36551333765
220;100;16.6132477258;21.9089023002;21.7870914147;0.708976506675;1.0;4.0;1.05;0.327871926215
230;100;16.2480768093;21.9089023002;21.7834397055;0.736039805215;1.0;4.0;1.05;0.327871926215
240;100;15.8745078664;21.9089023002;21.6419953366;1.00201689108;1.0;4.0;1.09;0.376696164037
250;100;15.4272486205;21.9089023002;21.6434258388;1.20088215876;1.0;4.0;1.11;0.527162214124
260;100;15.4272486205;21.9089023002;21.7082423756;1.02577432275;1.0;4.0;1.08;0.44
270;100;15.2315462117;21.9089023002;21.7711018883;0.824088932028;1.0;4.0;1.05;0.327871926215
280;100;15.1657508881;21.9089023002;21.7682584919;0.838404574088;1.0;4.0;1.05;0.327871926215
290;100;15.1657508881;21.9089023002;21.7008269778;1.06494529462;1.0;4.0;1.08;0.44
300;100;15.0;21.9089023002;21.766600983;0.851517261167;1.0;4.0;1.05;0.327871926215
310;100;14.9666295471;21.9089023002;21.239912472;1.89634337101;1.0;4.0;1.26;0.782559901861
320;100;14.8996644258;21.9089023002;21.3331021908;1.79408776705;1.0;4.0;1.22;0.729109045342
330;100;14.5945195193;21.9089023002;21.6827660559;1.15657086419;1.0;4.0;1.08;0.44
340;100;14.3527000944;21.9089023002;21.4027461737;1.60388784624;1.0;4.0;1.16;0.560713830755
350;100;14.2126704036;21.9089023002;21.7509733572;0.946127905335;1.0;4.0;1.05;0.327871926215
360;100;14.0356688476;21.9089023002;21.6682367177;1.10341177617;1.0;4.0;1.07;0.353694783677
370;100;13.7477270849;21.9089023002;21.7026579415;1.21434685062;1.0;4.0;1.07;0.430232495286
380;100;13.7113092008;21.9089023002;21.6589087294;1.28517417086;1.0;4.0;1.08;0.44
390;100;13.638181697;21.9089023002;21.7367289637;1.02694399101;1.0;4.0;1.05;0.327871926215
400;100;13.2664991614;21.9089023002;21.3873160127;1.96537878561;1.0;4.0;1.17;0.664153596693
