sep=;
gen;evals;Obj1_Min;Obj1_Max;Obj1_Avg;Obj1_Std;Obj2_Min;Obj2_Max;Obj2_Avg;Obj2_Std
0;100;25.079872408;36.9459064038;26.2836320909;2.38970377082;1.0;46.0;21.84;13.571086913
10;100;24.5153013443;33.2866339542;27.0579100385;2.80169669105;1.0;10.0;5.49;3.10964628214
20;100;23.9165214862;31.2409987036;25.5229857953;2.13475902425;1.0;9.0;5.52;2.47580290007
30;100;23.4520787991;29.6816441593;25.1696657833;1.93853665325;1.0;10.0;4.49;2.32161581662
40;100;23.0;27.0554985169;24.1047488834;1.21288139075;1.0;8.0;4.56;2.09914268214
50;100;22.7156333832;24.7386337537;23.4733509827;0.511657739591;1.0;7.0;3.96;1.65481116748
60;100;22.3830292856;23.8956062907;23.1373936949;0.539456214842;1.0;7.0;2.91;1.80052770043
70;100;22.1133443875;23.4093998214;22.718940271;0.519377474713;1.0;5.0;2.88;1.65698521418
80;100;21.6794833887;22.9346898824;22.4217413971;0.505482663065;1.0;5.0;2.48;1.55228863295
90;100;21.2837966538;22.6936114358;22.3351556195;0.469918559081;1.0;5.0;1.52;0.830421579681
100;100;20.760539492;22.4944437584;21.9678073981;0.51520687119;1.0;3.0;1.7;0.714142842854
110;100;20.3224014329;22.3159136044;21.8566398794;0.614241957651;1.0;3.0;1.5;0.714142842854
120;100;20.0748598999;22.1585198062;21.4398068319;0.839453995056;1.0;3.0;1.71;0.875157128749
130;100;19.6214168703;22.0680764907;21.5907387287;0.781025702655;1.0;3.0;1.41;0.722426466846
140;100;19.3132079158;21.9772609758;21.1174835897;1.08714618972;1.0;3.0;1.66;0.862786184405
150;100;18.973665961;21.9089023002;21.8488028666;0.360296125718;1.0;3.0;1.04;0.241660919472
160;100;18.7882942281;21.9089023002;21.8548213652;0.383122820758;1.0;3.0;1.03;0.221585198062
170;100;18.7082869339;21.9089023002;21.750987003;0.62814360987;1.0;3.0;1.07;0.291719042916
180;100;18.1934053987;21.9089023002;21.7805191301;0.631653720786;1.0;3.0;1.05;0.259807621135
190;100;18.0;21.9089023002;21.6265380743;0.901582453308;1.0;3.0;1.1;0.331662479036
200;100;18.0;21.9089023002;21.7651049284;0.707253459261;1.0;3.0;1.06;0.310483493925
210;100;17.8605710995;21.9089023002;21.7552709678;0.753780548925;1.0;3.0;1.06;0.310483493925
220;100;17.8044938148;21.9089023002;21.7863308185;0.696985987868;1.0;3.0;1.05;0.295803989155
230;100;17.4928556845;21.9089023002;21.78377521;0.712135941121;1.0;3.0;1.04;0.241660919472
240;100;17.1464281995;21.9089023002;21.8205140812;0.620616815929;1.0;3.0;1.03;0.221585198062
250;100;17.0;21.9089023002;21.7286360845;0.886777259316;1.0;3.0;1.06;0.310483493925
260;100;16.8819430161;21.9089023002;21.7262749448;0.899431499473;1.0;3.0;1.06;0.310483493925
270;100;16.5227116419;21.9089023002;21.6561255659;1.10554306725;1.0;3.0;1.08;0.36551333765
280;100;16.5227116419;21.9089023002;21.7099874725;0.977979521348;1.0;3.0;1.06;0.310483493925
290;100;16.3707055437;21.9089023002;21.7984435043;0.773214581775;1.0;3.0;1.03;0.221585198062
300;100;16.2172747402;21.9089023002;21.5735418787;1.32751301533;1.0;3.0;1.08;0.337045990927
310;100;15.9373774505;21.9089023002;21.5506108092;1.41815857693;1.0;2.0;1.06;0.237486841741
320;100;15.748015748;21.9089023002;21.7856845692;0.862524117306;1.0;2.0;1.02;0.14
330;100;14.3874945699;21.9089023002;21.8336882229;0.748370620097;1.0;2.0;1.01;0.0994987437107
340;100;13.7113092008;21.9089023002;21.7449504382;1.14766303392;1.0;2.0;1.02;0.14
350;100;13.6014705087;21.9089023002;21.8258279823;0.826579026713;1.0;2.0;1.01;0.0994987437107
360;100;13.6014705087;21.9089023002;21.7427536644;1.16304045081;1.0;2.0;1.02;0.14
370;100;13.6014705087;21.9089023002;21.7427536644;1.16304045081;1.0;2.0;1.02;0.14
380;100;13.6014705087;21.9089023002;21.7427536644;1.16304045081;1.0;2.0;1.02;0.14
390;100;13.6014705087;21.9089023002;21.7427536644;1.16304045081;1.0;2.0;1.02;0.14
400;100;13.6014705087;21.9089023002;21.7427536644;1.16304045081;1.0;2.0;1.02;0.14
410;100;13.6014705087;21.9089023002;21.7427536644;1.16304045081;1.0;2.0;1.02;0.14
420;100;13.6014705087;21.9089023002;21.7427536644;1.16304045081;1.0;2.0;1.02;0.14
430;100;13.6014705087;21.9089023002;21.7427536644;1.16304045081;1.0;2.0;1.02;0.14
440;100;13.6014705087;21.9089023002;21.7427536644;1.16304045081;1.0;2.0;1.02;0.14
450;100;13.5646599663;21.9089023002;21.7420174535;1.16819392675;1.0;2.0;1.02;0.14
460;100;13.5646599663;21.9089023002;21.7420174535;1.16819392675;1.0;2.0;1.02;0.14
470;100;13.2664991614;21.9089023002;21.8224782688;0.85990825495;1.0;2.0;1.01;0.0994987437107
480;100;13.2664991614;21.9089023002;21.7360542374;1.20993643943;1.0;2.0;1.02;0.14
490;100;13.2664991614;21.9089023002;21.7360542374;1.20993643943;1.0;2.0;1.02;0.14
500;100;12.5299640861;21.9089023002;21.8151129181;0.933192569639;1.0;2.0;1.01;0.0994987437107
510;100;11.9582607431;21.9089023002;21.4113702224;2.16869204854;1.0;2.0;1.05;0.217944947177
520;100;11.9582607431;21.9089023002;21.6103830535;1.69745229131;1.0;2.0;1.03;0.170587221092
