sep=;
gen;evals;Obj1_Min;Obj1_Max;Obj1_Avg;Obj1_Std;Obj2_Min;Obj2_Max;Obj2_Avg;Obj2_Std
530;100;11.874342087;21.9089023002;21.7082110959;1.40483842984;1.0;2.0;1.02;0.14
540;100;11.6189500386;21.9089023002;21.703103255;1.44059331662;1.0;2.0;1.02;0.14
550;100;11.6189500386;21.9089023002;21.4973042097;2.01641060148;1.0;2.0;1.04;0.195959179423
560;100;11.2249721603;21.9089023002;21.8020629988;1.06303762681;1.0;2.0;1.01;0.0994987437107
570;100;11.2249721603;21.9089023002;21.6952236974;1.49575021958;1.0;2.0;1.02;0.14
580;100;11.2249721603;21.9089023002;21.6952236974;1.49575021958;1.0;2.0;1.02;0.14
590;100;11.2249721603;21.9089023002;21.4815450946;2.09361418322;1.0;2.0;1.04;0.195959179423
600;100;11.1803398875;21.9089023002;21.3724741796;2.33823596832;1.0;2.0;1.05;0.217944947177
610;100;11.1803398875;21.9089023002;21.694331052;1.50199873778;1.0;2.0;1.02;0.14
620;100;11.1803398875;21.9089023002;21.694331052;1.50199873778;1.0;2.0;1.02;0.14
630;100;11.1803398875;21.9089023002;21.694331052;1.50199873778;1.0;2.0;1.02;0.14
640;100;11.1803398875;21.9089023002;21.4797598037;2.10236028678;1.0;2.0;1.04;0.195959179423
650;100;11.1803398875;21.9089023002;21.694331052;1.50199873778;1.0;2.0;1.02;0.14
660;100;11.1803398875;21.9089023002;21.2651885554;2.54789240381;1.0;2.0;1.06;0.237486841741
670;100;11.1803398875;21.9089023002;21.3724741796;2.33823596832;1.0;2.0;1.05;0.217944947177
680;100;11.1803398875;21.9089023002;21.694331052;1.50199873778;1.0;2.0;1.02;0.14
690;100;11.1803398875;21.9089023002;21.5870454278;1.8301556483;1.0;2.0;1.03;0.170587221092
700;100;11.1803398875;21.9089023002;21.2651885554;2.54789240381;1.0;2.0;1.06;0.237486841741
710;100;11.1803398875;21.9089023002;21.694331052;1.50199873778;1.0;2.0;1.02;0.14
720;100;11.1803398875;21.9089023002;21.2651885554;2.54789240381;1.0;2.0;1.06;0.237486841741
730;100;11.1803398875;21.9089023002;21.694331052;1.50199873778;1.0;2.0;1.02;0.14
740;100;11.1803398875;21.9089023002;21.694331052;1.50199873778;1.0;2.0;1.02;0.14
750;100;11.1803398875;21.9089023002;21.3724741796;2.33823596832;1.0;2.0;1.05;0.217944947177
760;100;11.1803398875;21.9089023002;21.694331052;1.50199873778;1.0;2.0;1.02;0.14
770;100;11.1803398875;21.9089023002;21.694331052;1.50199873778;1.0;2.0;1.02;0.14
780;100;11.1803398875;21.9089023002;21.694331052;1.50199873778;1.0;2.0;1.02;0.14
790;100;11.1803398875;21.9089023002;21.694331052;1.50199873778;1.0;2.0;1.02;0.14
800;100;11.1803398875;21.9089023002;21.694331052;1.50199873778;1.0;2.0;1.02;0.14
810;100;11.1803398875;21.9089023002;20.5141891866;3.60805238574;1.0;2.0;1.13;0.336303434416
820;100;11.1803398875;21.9089023002;21.3724741796;2.33823596832;1.0;2.0;1.05;0.217944947177
830;100;11.1803398875;21.9089023002;21.694331052;1.50199873778;1.0;2.0;1.02;0.14
840;100;11.1803398875;21.9089023002;21.694331052;1.50199873778;1.0;2.0;1.02;0.14
850;100;11.1803398875;21.9089023002;21.694331052;1.50199873778;1.0;2.0;1.02;0.14
860;100;11.1803398875;21.9089023002;21.3724741796;2.33823596832;1.0;2.0;1.05;0.217944947177
870;100;11.1803398875;21.9089023002;21.694331052;1.50199873778;1.0;2.0;1.02;0.14
880;100;11.1803398875;21.9089023002;21.694331052;1.50199873778;1.0;2.0;1.02;0.14
890;100;11.1803398875;21.9089023002;21.694331052;1.50199873778;1.0;2.0;1.02;0.14
900;100;11.1803398875;21.9089023002;21.694331052;1.50199873778;1.0;2.0;1.02;0.14
910;100;11.1803398875;21.9089023002;21.694331052;1.50199873778;1.0;2.0;1.02;0.14
920;100;11.1803398875;21.9089023002;21.694331052;1.50199873778;1.0;2.0;1.02;0.14
930;100;11.1803398875;21.9089023002;21.5870454278;1.8301556483;1.0;2.0;1.03;0.170587221092
940;100;11.1803398875;21.9089023002;21.694331052;1.50199873778;1.0;2.0;1.02;0.14
950;100;11.1803398875;21.9089023002;21.694331052;1.50199873778;1.0;2.0;1.02;0.14
960;100;11.1803398875;21.9089023002;21.694331052;1.50199873778;1.0;2.0;1.02;0.14
970;100;11.1803398875;21.9089023002;21.694331052;1.50199873778;1.0;2.0;1.02;0.14
980;100;11.1803398875;21.9089023002;21.3724741796;2.33823596832;1.0;2.0;1.05;0.217944947177
990;100;11.1803398875;21.9089023002;21.694331052;1.50199873778;1.0;2.0;1.02;0.14
1000;100;11.1803398875;21.9089023002;21.5870454278;1.8301556483;1.0;2.0;1.03;0.170587221092
