sep=;
gen;evals;Obj1_Min;Obj1_Max;Obj1_Avg;Obj1_Std
0;100;1.0;5.0;2.56;1.04230513766
10;35;4.0;5.0;4.96;0.195959179423
20;39;4.0;5.0;4.97;0.170587221092
30;53;4.0;5.0;4.94;0.237486841741
40;40;4.0;5.0;4.94;0.237486841741
50;44;4.0;5.0;4.96;0.195959179423
60;48;4.0;5.0;4.97;0.170587221092
70;45;4.0;5.0;4.96;0.195959179423
80;31;4.0;5.0;4.93;0.255147016443
90;46;4.0;5.0;4.94;0.237486841741
100;38;4.0;5.0;4.94;0.237486841741
