sep=;
gen;evals;Obj1_Min;Obj1_Max;Obj1_Avg;Obj1_Std;Obj2_Min;Obj2_Max;Obj2_Avg;Obj2_Std
0;1000;623.0;1360.0;683.941;129.022151273;1.0;46.0;23.264;13.1635976845
10;1000;608.0;615.0;612.796;1.57174552648;13.0;20.0;16.083;1.54793766024
20;1000;584.0;592.0;590.369;1.32470336302;15.0;20.0;16.744;1.29246431285
30;1000;567.0;573.0;571.195;1.53979706455;16.0;20.0;18.375;0.637475489725
40;1000;549.0;554.0;552.486;1.03913617972;17.0;19.0;18.14;0.705974503789
50;1000;531.0;537.0;535.162;1.06852983112;17.0;20.0;18.731;0.769830500825
60;1000;513.0;520.0;517.95;1.17281712129;17.0;21.0;18.865;1.0083526169
70;1000;496.0;501.0;499.757;1.04400718388;17.0;20.0;18.366;1.20749492753
80;1000;477.0;482.0;480.655;1.30918868006;17.0;20.0;17.955;0.949197029072
90;1000;463.0;468.0;466.878;0.968047519495;17.0;20.0;18.056;1.43278190943
100;1000;435.0;446.0;442.592;2.73670166441;17.0;21.0;20.028;0.641261257211
