sep=;
gen;evals;Obj1_Min;Obj1_Max;Obj1_Avg;Obj1_Std
0;1000;0.0026846825877;0.00381105045147;0.0035244035527;0.000210440892112
10;427;0.00378367079266;0.00405543008865;0.00394594635504;3.81928110225e-05
20;421;0.00394732944963;0.00419021476764;0.00413453938781;3.40664846722e-05
30;423;0.00402957360707;0.00429286919392;0.00424718197734;3.12515731378e-05
40;460;0.00404665603412;0.00439914068604;0.00434049750633;4.75852786958e-05
50;399;0.0040850253508;0.00449486472255;0.00444620755112;5.32981991114e-05
60;453;0.00415026843565;0.00460226118906;0.00454486775945;6.09485783323e-05
70;428;0.00417273013222;0.00470697917871;0.00464556553665;6.22748371209e-05
80;471;0.00426641994897;0.00483685133237;0.00475129312095;7.58102264754e-05
90;433;0.00432832916377;0.00495277052154;0.00488642898481;9.54904455435e-05
100;410;0.00438425307294;0.00513306398331;0.00506186543389;0.000106029640888
110;444;0.00438425307294;0.00524981573923;0.00517522660962;0.000125845971449
120;479;0.00440635498802;0.00543276986736;0.00532623346361;0.00013687039799
130;447;0.0044935425875;0.00560871798657;0.00551360470258;0.000153214301289
140;436;0.00463216855862;0.00576271047602;0.00563823476863;0.000189136433364
150;458;0.00456621004566;0.00591944455002;0.00577825723529;0.00020276884258
160;427;0.00457617171541;0.00607811255627;0.00594940991534;0.000210916750997
170;436;0.00479617748263;0.0063832223395;0.00620254969187;0.000248153886257
180;435;0.00469030439383;0.00652492824032;0.00640832305569;0.000283816122791
190;414;0.00489734640468;0.00677312206409;0.00655777949578;0.000291815232532
200;410;0.00490350185649;0.00687392603784;0.00672477943541;0.000345318574523
210;425;0.00497925490706;0.00730775201181;0.00706381988504;0.000355902867035
220;449;0.00494726024768;0.00747954060115;0.00726221969078;0.000435817775174
230;428;0.00505192274564;0.00768843058488;0.00750098082855;0.000394631638858
240;440;0.00484893555303;0.00788995588988;0.00767163632441;0.000467310609185
250;482;0.00525255405321;0.0080244561094;0.00782746390145;0.000502206467785
260;436;0.00503846989628;0.00831602756886;0.00804711140901;0.000558004572599
270;468;0.00484893555303;0.00850741550779;0.0082401449702;0.000656574975398
280;406;0.00508603976175;0.00857428467212;0.00833697026992;0.000677291578925
290;471;0.0052001261314;0.00871301892381;0.00843301396413;0.000739636772423
300;430;0.00503846989628;0.00878502626101;0.00854456077436;0.000663457045612
310;442;0.00529879907993;0.00885889583184;0.00859351556593;0.000709777118809
320;437;0.00529879907993;0.00885889583184;0.00867944675259;0.000650610472807
330;454;0.0050586903528;0.00885889583184;0.00865599883123;0.000686756110971
340;411;0.00510685019451;0.00885889583184;0.00864167472981;0.000718507897269
350;437;0.00533032813712;0.00885889583184;0.00866336289238;0.000687842555279
360;449;0.00486691832716;0.00885889583184;0.00867694414957;0.000646221689672
370;450;0.00511384489939;0.00917472862901;0.00876115144029;0.000683979007682
380;429;0.00547101404329;0.00943577912241;0.00922737299503;0.000738314253738
390;413;0.00524496555928;0.00998049366678;0.00958120597356;0.000926347855333
400;472;0.00552344270947;0.0100903758853;0.00976092966866;0.000899372713847
410;442;0.00547101404329;0.0101467368954;0.00987736146342;0.000913773438393
420;424;0.0052223991062;0.0101467368954;0.00987337530668;0.000930823127698
430;423;0.00555023880647;0.0102040816327;0.00994039871764;0.000808271174178
440;434;0.00507230887687;0.0102624394027;0.00996542497431;0.000973584673364
450;436;0.00537871360804;0.0102624394027;0.00998542044623;0.000951150874008
460;423;0.00505192274564;0.0102624394027;0.0100167887944;0.000883418085809
470;450;0.00540341436064;0.0102624394027;0.00995585514923;0.000968072616989
480;437;0.00541172517968;0.0103218407572;0.0100350310875;0.000903828110498
490;477;0.00526783203655;0.0103218407572;0.0100179704181;0.000986122370278
500;423;0.00538690887646;0.0103218407572;0.0100299126523;0.00098814660059
510;423;0.00544536283131;0.0105705406641;0.0100754332765;0.000896710058665
520;453;0.00510685019451;0.0107020505049;0.010293705856;0.000950370418187
530;462;0.00507230887687;0.0107020505049;0.0103453932225;0.0011108005717
540;463;0.00559579468243;0.0109091699327;0.0103868591829;0.00103422314473
550;438;0.00489121442999;0.0109810179387;0.0106574557729;0.00103206513154
560;484;0.0053066279912;0.0111292235863;0.0107522542565;0.00114602426597
570;418;0.00540341436064;0.0112056891136;0.0108558359884;0.00114329932825
580;458;0.00549703761554;0.0112056891136;0.0108487177033;0.00116959103205
590;444;0.00568075527103;0.0112056891136;0.0108867862116;0.00108736991407
600;429;0.00563307304155;0.0112056891136;0.0108632341751;0.00112588285424
610;448;0.00544536283131;0.0112056891136;0.0108481137336;0.00113464511443
620;397;0.00526783203655;0.0112056891136;0.0109245298394;0.00101872106587
630;429;0.00512086888997;0.0112056891136;0.0108892687073;0.00108772193397
640;422;0.00543689363496;0.0112838063212;0.0108781443912;0.00109073635646
650;426;0.0056050436235;0.0112838063212;0.0109528611348;0.00112913256308
660;449;0.00486691832716;0.0113636363636;0.0109805588776;0.00123087933222
670;451;0.00554126273048;0.0113636363636;0.0110434949118;0.00109719832792
680;426;0.00533830023019;0.0113636363636;0.0109585867546;0.00125918007623
690;483;0.00537055625871;0.0113636363636;0.0109855023216;0.00120393130155
700;433;0.00547101404329;0.0113636363636;0.0109956691153;0.0012093067476
710;447;0.00529100529101;0.0113636363636;0.0109628551513;0.00126785987757
720;450;0.00561433939664;0.0113636363636;0.0110053604089;0.00118838972016
730;437;0.0057001763196;0.0113636363636;0.0109765384521;0.00120498849576
